School_code,School_name,Country,State,Town_suburb,Postcode,# Students,Level_of_schooling,County,Latitude,Longitude
1613,Connells Point Public School,Australia,New South Wales,SOUTH HURSTVILLE,2221,549,Primary School,Georges River,-33.984689,151.100306
1615,Cooerwull Public School,Australia,New South Wales,Lithgow ,2790,405,Primary School,Lithgow,-33.484053,150.142093
1616,Coogee Public School,Australia,New South Wales,Coogee ,2034,606,Primary School,Randwick,-33.920819,151.249846
1621,Coolah Central School,Australia,New South Wales,Coolah ,2843,223,Central/Community School,Warrumbungle Shire,-31.821024,149.723624
1624,Coolamon Central School,Australia,New South Wales,Coolamon ,2701,306,Central/Community School,Coolamon,-34.811904,147.201398
1625,Shoalhaven Heads Public School,Australia,New South Wales,Shoalhaven Heads,2535,191,Primary School,Shoalhaven,-34.853167,150.740088
1627,Coolongolook Public School,Australia,New South Wales,Coolongolook ,2423,29,Primary School,Mid-Coast,-32.222798,152.318838
1628,Cooma Public School,Australia,New South Wales,Cooma ,2630,259,Primary School,Snowy Monaro Regional,-36.237474,149.125034
1630,Coonabarabran Public School,Australia,New South Wales,Coonabarabran ,2357,290,Primary School,Warrumbungle Shire,-31.280039,149.282061
1631,Coonamble Public School,Australia,New South Wales,COONAMBLE,2829,189,Primary School,Coonamble,-30.958363,148.387024
1632,Coopernook Public School,Australia,New South Wales,Coopernook ,2426,45,Primary School,Mid-Coast,-31.827512,152.607874
1634,Coorabell Public School,Australia,New South Wales,Coorabell ,2479,126,Primary School,Byron,-28.625696,153.487492
1635,Cooranbong Public School,Australia,New South Wales,Cooranbong ,2265,223,Primary School,Lake Macquarie,-33.0805,151.441793
1636,Cootamundra Public School,Australia,New South Wales,Cootamundra,2590,304,Primary School,Cootamundra-Gundagai,-34.638914,148.026809
1642,Copmanhurst Public School,Australia,New South Wales,Copmanhurst ,2460,66,Primary School,Clarence Valley,-29.584663,152.775537
1644,Coraki Public School,Australia,New South Wales,Coraki ,2471,70,Primary School,Richmond Valley,-28.992589,153.282641
1647,Coramba Public School,Australia,New South Wales,Coramba ,2450,37,Primary School,Coffs Harbour,-30.221578,153.011513
1654,Corindi Public School,Australia,New South Wales,Corindi Beach ,2456,202,Primary School,Coffs Harbour,-30.021469,153.194234
1656,Corndale Public School,Australia,New South Wales,Corndale ,2480,22,Primary School,Lismore,-28.71315,153.362489
1658,Corowa Public School,Australia,New South Wales,Corowa ,2646,224,Primary School,Federation,-35.992545,146.3949
1659,Corowa South Public School,Australia,New South Wales,Corowa ,2646,52,Primary School,Federation,-36.020988,146.376176
1661,Corrimal Public School,Australia,New South Wales,Corrimal,2518,217,Primary School,Wollongong,-34.367371,150.899022
1666,Coutts Crossing Public School,Australia,New South Wales,COUTTS CROSSING,2460,70,Primary School,Clarence Valley,-29.832063,152.889484
1668,Cowan Public School,Australia,New South Wales,Cowan ,2081,50,Primary School,Hornsby,-33.588808,151.168843
1670,Cowper Public School,Australia,New South Wales,Cowper ,2460,35,Primary School,Clarence Valley,-29.56956,153.077731
1671,Cowra Public School,Australia,New South Wales,Cowra ,2794,379,Primary School,Cowra,-33.836028,148.68992
1674,Crabbes Creek Public School,Australia,New South Wales,Crabbes Creek ,2483,42,Primary School,Tweed,-28.456004,153.496575
1681,Crescent Head Public School,Australia,New South Wales,Crescent Head ,2440,178,Primary School,Kempsey,-31.188089,152.970345
1682,Cronulla Public School,Australia,New South Wales,Cronulla ,2230,411,Primary School,Sutherland Shire,-34.054077,151.14773
1684,Crookwell Public School,Australia,New South Wales,Crookwell ,2583,216,Primary School,Upper Lachlan Shire,-34.459938,149.469806
1685,Crossmaglen Public School,Australia,New South Wales,Crossmaglen,2441,10,Primary School,Coffs Harbour,-30.365945,152.981586
1688,Buronga Public School,Australia,New South Wales,Buronga ,2739,118,Primary School,Wentworth,-34.169471,142.181315
1690,Crystal Creek Public School,Australia,New South Wales,CRYSTAL CREEK,2484,81,Primary School,Tweed,-28.31214,153.32596
1695,Cudal Public School,Australia,New South Wales,Cudal ,2864,81,Primary School,Cabonne,-33.287099,148.740307
1696,Cudgen Public School,Australia,New South Wales,Cudgen ,2487,190,Primary School,Tweed,-28.262592,153.555416
1698,Culcairn Public School,Australia,New South Wales,Culcairn ,2660,121,Primary School,Greater Hume Shire,-35.668284,147.039992
1700,Cullen Bullen Public School,Australia,New South Wales,Cullen Bullen ,2790,27,Primary School,Lithgow,-33.299877,150.032317
1707,Cumnock Public School,Australia,New South Wales,Cumnock,2867,46,Primary School,Cabonne,-32.931277,148.749492
1708,Cundletown Public School,Australia,New South Wales,Cundletown ,2430,337,Primary School,Mid-Coast,-31.899733,152.522008
1712,Curlewis Public School,Australia,New South Wales,Curlewis ,2381,49,Primary School,Gunnedah,-31.117149,150.263304
1714,Currabubula Public School,Australia,New South Wales,Currabubula ,2342,26,Primary School,Liverpool Plains,-31.262787,150.735709
1722,Dalgety Public School,Australia,New South Wales,Dalgety,2628,18,Primary School,Snowy Monaro Regional,-36.502746,148.836675
1723,Dalton Public School,Australia,New South Wales,Dalton ,2581,10,Primary School,Upper Lachlan Shire,-34.720369,149.17882
1727,Dapto Public School,Australia,New South Wales,HORSLEY,2530,713,Primary School,Wollongong,-34.494679,150.776781
1732,Dareton Public School,Australia,New South Wales,Dareton ,2717,53,Primary School,Wentworth,-34.091148,142.040358
1735,Darlington Public School,Australia,New South Wales,Chippendale ,2008,228,Primary School,Sydney,-33.892638,151.18939
1736,Darlington Point Public School,Australia,New South Wales,Darlington Point ,2706,78,Primary School,Murrumbidgee,-34.572807,145.993878
1740,Leeville Public School,Australia,New South Wales,Leeville ,2470,59,Primary School,Richmond Valley,-28.930843,153.003537
1742,Deepwater Public School,Australia,New South Wales,Deepwater ,2371,12,Primary School,Glen Innes Severn Shire,-29.442908,151.848086
1744,Dee Why Public School,Australia,New South Wales,Dee Why ,2099,415,Primary School,Northern Beaches,-33.749025,151.285209
1745,Delegate Public School,Australia,New South Wales,Delegate ,2633,41,Primary School,Snowy Monaro Regional,-37.041739,148.937215
1747,Delungra Public School,Australia,New South Wales,Delungra ,2403,32,Primary School,Inverell,-29.650936,150.830977
1749,Denman Public School,Australia,New South Wales,Denman ,2328,157,Primary School,Muswellbrook,-32.385734,150.686009
1760,Doonside Public School,Australia,New South Wales,Doonside,2767,280,Primary School,Blacktown,-33.764557,150.870497
1762,Dora Creek Public School,Australia,New South Wales,Dora Creek ,2264,105,Primary School,Lake Macquarie,-33.07902,151.499217
1768,Double Bay Public School,Australia,New South Wales,Double Bay ,2028,325,Primary School,Woollahra,-33.874856,151.240894
1769,Doubtful Creek Public School,Australia,New South Wales,Doubtful Creek,2470,13,Primary School,Kyogle,-28.724771,152.875958
1770,Douglas Park Public School,Australia,New South Wales,Douglas Park ,2569,149,Primary School,Wollondilly,-34.179484,150.713038
1771,Drake Public School,Australia,New South Wales,Drake,2469,23,Primary School,Tenterfield,-28.928798,152.374099
1774,Drummoyne Public School,Australia,New South Wales,Drummoyne ,2047,645,Primary School,Canada Bay,-33.856073,151.153035
1775,Dubbo Public School,Australia,New South Wales,Dubbo ,2830,541,Primary School,Dubbo,-32.248749,148.60541
1776,Dubbo North Public School,Australia,New South Wales,Dubbo ,2830,250,Primary School,Dubbo,-32.24168,148.615776
1778,Dudley Public School,Australia,New South Wales,Dudley ,2290,282,Primary School,Lake Macquarie,-32.989387,151.716816
1780,Lismore Public School,Australia,New South Wales,Lismore ,2480,291,Primary School,Lismore,-28.814289,153.2909
1788,Dundurrabin Public School,Australia,New South Wales,Dundurrabin,2453,24,Primary School,Clarence Valley,-30.189493,152.542649
1789,Dunedoo Central School,Australia,New South Wales,Dunedoo ,2844,171,Central/Community School,Warrumbungle Shire,-32.018308,149.392212
1791,Dungay Public School,Australia,New South Wales,Dungay,2484,73,Primary School,Tweed,-28.289681,153.382374
1792,Dungog Public School,Australia,New South Wales,Dungog ,2420,289,Primary School,Dungog,-32.405233,151.757709
1793,Dungowan Public School,Australia,New South Wales,Dungowan,2340,21,Primary School,Tamworth Regional,-31.220126,151.13269
1797,Dunoon Public School,Australia,New South Wales,Dunoon ,2480,87,Primary School,Lismore,-28.686735,153.315495
1799,Dural Public School,Australia,New South Wales,Dural ,2158,435,Primary School,The Hills Shire,-33.686057,151.026394
1801,Duranbah Public School,Australia,New South Wales,Duranbah ,2487,52,Primary School,Tweed,-28.289121,153.516888
1802,Duri Public School,Australia,New South Wales,Duri ,2344,36,Primary School,Tamworth Regional,-31.221359,150.829939
1803,Durrumbul Public School,Australia,New South Wales,Durrumbul ,2482,29,Primary School,Byron,-28.523263,153.444576
1807,Earlwood Public School,Australia,New South Wales,Earlwood ,2206,656,Primary School,Canterbury-Bankstown,-33.928982,151.12238
1808,Eastern Creek Public School,Australia,New South Wales,EASTERN CREEK,2766,295,Primary School,Blacktown,-33.787013,150.852624
1809,Panania Public School,Australia,New South Wales,PANANIA,2213,462,Primary School,Canterbury-Bankstown,-33.965972,150.99946
1811,Dubbo South Public School,Australia,New South Wales,Dubbo ,2830,667,Primary School,Dubbo,-32.263126,148.609749
1813,Ebenezer Public School,Australia,New South Wales,Ebenezer ,2756,134,Primary School,Hawkesbury,-33.530917,150.876774
1814,Ebor Public School,Australia,New South Wales,Ebor ,2453,6,Primary School,Armidale Regional,-30.403293,152.349882
1816,Eden Public School,Australia,New South Wales,Eden ,2551,290,Primary School,Bega Valley,-37.063271,149.906688
1822,Congewai Public School,Australia,New South Wales,CONGEWAI,2325,16,Primary School,Cessnock,-32.958736,151.273875
1823,Eglinton Public School,Australia,New South Wales,Eglinton ,2795,475,Primary School,Bathurst Regional,-33.37752,149.539343
1824,Elands Public School,Australia,New South Wales,Elands ,2429,12,Primary School,Mid-Coast,-31.619383,152.292291
1826,Ellalong Public School,Australia,New South Wales,ELLALONG,2325,127,Primary School,Cessnock,-32.914749,151.311974
1830,Ellerston Public School,Australia,New South Wales,Ellerston,2337,21,Primary School,Upper Hunter Shire,-31.81773,151.304369
1835,Eltham Public School,Australia,New South Wales,Eltham ,2480,52,Primary School,Lismore,-28.763663,153.408541
1838,Emmaville Central School,Australia,New South Wales,Emmaville ,2371,87,Central/Community School,Glen Innes Severn Shire,-29.446152,151.601669
1839,Empire Bay Public School,Australia,New South Wales,EMPIRE BAY,2257,457,Primary School,Central Coast,-33.504316,151.362889
1840,Empire Vale Public School,Australia,New South Wales,Empire Vale ,2478,30,Primary School,Ballina,-28.915114,153.506059
1841,Emu Plains Public School,Australia,New South Wales,Emu Plains ,2750,469,Primary School,Penrith,-33.755617,150.657739
1844,Enfield Public School,Australia,New South Wales,Enfield ,2136,296,Primary School,Burwood,-33.888598,151.094528
1845,Engadine Public School,Australia,New South Wales,Engadine ,2233,364,Primary School,Sutherland Shire,-34.06335,151.012431
1849,The Entrance Public School,Australia,New South Wales,The Entrance ,2261,500,Primary School,Central Coast,-33.346741,151.493009
1850,Epping Public School,Australia,New South Wales,EPPING,2121,549,Primary School,Parramatta,-33.770727,151.087878
1851,Epping West Public School,Australia,New South Wales,Epping ,2121,1222,Primary School,Parramatta,-33.772789,151.068048
1856,Erina Heights Public School,Australia,New South Wales,Erina Heights ,2260,333,Primary School,Central Coast,-33.428028,151.413585
1857,Woodport Public School,Australia,New South Wales,Erina ,2250,422,Primary School,Central Coast,-33.439347,151.37849
1860,Ermington Public School,Australia,New South Wales,West Ryde ,2114,416,Primary School,Ryde,-33.804749,151.071574
1864,Ettalong Public School,Australia,New South Wales,Ettalong Beach ,2257,537,Primary School,Central Coast,-33.513539,151.332702
1867,Euabalong West Public School,Australia,New South Wales,EUABALONG WEST,2877,25,Primary School,Cobar,-33.05583,146.397128
1869,Euchareena Public School,Australia,New South Wales,Euchareena ,2866,np,Primary School,Dubbo,-32.937204,149.091542
1870,Eugowra Public School,Australia,New South Wales,Eugowra ,2806,34,Primary School,Cabonne,-33.423082,148.369286
1873,Eumungerie Public School,Australia,New South Wales,Eumungerie ,2831,9,Primary School,Dubbo,-31.951152,148.621075
1874,Eungai Public School,Australia,New South Wales,Eungai Creek ,2441,42,Primary School,Nambucca,-30.832071,152.874284
1879,Eureka Public School,Australia,New South Wales,Eureka ,2480,34,Primary School,Byron,-28.687657,153.439223
1883,Eurongilly Public School,Australia,New South Wales,EURONGILLY,2663,21,Primary School,Junee,-34.91017,147.780957
1885,Euston Public School,Australia,New South Wales,Euston ,2737,79,Primary School,Balranald,-34.575588,142.744248
1886,Evans River Community School,Australia,New South Wales,EVANS HEAD,2473,486,Central/Community School,Richmond Valley,-29.113492,153.424683
1890,Excelsior Public School,Australia,New South Wales,Castle Hill ,2154,541,Primary School,The Hills Shire,-33.740444,150.990408
1891,Exeter Public School,Australia,New South Wales,Exeter ,2579,140,Primary School,Wingecarribee,-34.61612,150.321828
1894,Fairfax Public School,Australia,New South Wales,Maules Creek,2382,11,Primary School,Narrabri,-30.493351,150.131265
1895,Fairfield Public School,Australia,New South Wales,Fairfield ,2165,586,Primary School,Fairfield,-33.866847,150.955409
1896,Fairfield West Public School,Australia,New South Wales,Fairfield West ,2165,769,Primary School,Fairfield,-33.868037,150.924762
1898,Fairy Meadow Public School,Australia,New South Wales,Fairy Meadow ,2519,355,Primary School,Wollongong,-34.390469,150.892302
1901,Falls Creek Public School,Australia,New South Wales,Falls Creek ,2540,37,Primary School,Shoalhaven,-34.965439,150.593403
1904,Fassifern Public School,Australia,New South Wales,FASSIFERN,2283,62,Primary School,Lake Macquarie,-32.983398,151.582769
1915,Fingal Head Public School,Australia,New South Wales,Fingal Head ,2487,40,Primary School,Tweed,-28.196814,153.565122
